Image,Vehicle_Count,Traffic_Density
A:/ai_project/traffic-detection-project/train/images\screenshot_14461_jpg.rf.8151771b0021469300d32fbf2d03b354.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14461_jpg.rf.f273c3c1ea5cd45dd6acde6e6f18ed9c.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14473_jpg.rf.31a2d64f0443153023cc25cd76856786.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14473_jpg.rf.46f7c6ac434401cbd71b944b8ea06734.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14473_jpg.rf.495ba3cc1878cf0a256fd6d3311ea997.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14473_jpg.rf.8057cbeb06e6916e303d3aab4d29ac88.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14473_jpg.rf.9dc0a97a55a202651d3b6a290ac9f962.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14473_jpg.rf.9f35e547824ba1ae160ec5e0dd718b97.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14608_jpg.rf.7d5672e76c9742294faca0d7b01b3107.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14608_jpg.rf.c278d10297abe770e38ca4914edcf291.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14608_jpg.rf.f69565acfc980b004e10b02642669211.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14610_jpg.rf.3e9911844ce6e70855c3af2abb7fe987.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14610_jpg.rf.6d5dc6c4ad3155600ac911cf25a64940.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14610_jpg.rf.d84207a12200247b18ffad39e8bf6f60.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14622_jpg.rf.06bbda45e3648d92b944dfdb1cde4c82.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14622_jpg.rf.48823829fd100486122db2d6e6893fc9.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14622_jpg.rf.f53a0850a29f94775b5ef47e43f3c78d.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14757_jpg.rf.032ce54779b05e524de054aaa278d2bd.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_14757_jpg.rf.0c94b42f9d8aa903255f6286a4ee1a42.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14757_jpg.rf.4acd3176b868a39184d4584f1e220aa6.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14757_jpg.rf.93e6b3e3ba46957fc2c95daf628497b3.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_14757_jpg.rf.b9feb295427d4258a2923b7ed0cf7da0.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14757_jpg.rf.fdfe4068f375f01ccb88353bb6a2f2d1.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.070fd1b379026b7505a2001955cd9715.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.2c93f5e1ef8bcab0e479b1c28c6a8dcf.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.5f6da05d16b46748061009d601e8d0ca.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.8005e7260344a7d439842a38021253fe.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.a1c95b1fa781254f67626da089957282.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.b0c4ac0ed9da7a4dda278c593065a8f2.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.b61a1787697b614ed16a7cfbbb40db84.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.c32c012da9791558015263a4a666a01c.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.dacf1b1a41dfd1ad735a32cbb68d95f7.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.e78bf6960c2ea3e3946d72f85123a380.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.f781038ca503de68f8999829e9bce8ca.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1490_jpg.rf.ffdc5b8fc1c90c2af3aa87d556ae91ca.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1491_jpg.rf.336c622ecaf6a85dad52e32888bb4ddb.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1491_jpg.rf.51cc7fc29799216f8336a5826d26cb34.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1491_jpg.rf.689711dd671ec8f0365d912c68f872fe.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14920_jpg.rf.29e9d8d3c40ea52abe676cf430878371.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14920_jpg.rf.a4addb2e160a23f4d51fdc84e56ab682.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_14920_jpg.rf.e89b4f8d870fd280784f19b05e833ff5.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.09eacef75b2e508f3e7543e6fcf07122.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.1257425c4be48bb39ba45f2cb6afffbd.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.266f9fe8560d4e79c7b54db54167d9e1.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.52e90255d63a4724b9f419111b153258.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.b0ed39cffd40508e5f8b0f568354f603.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.bd8a31ef388da6ccc32a2ac1e6cffc62.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.c2e88ccbcee888ecec5532d6afc8182f.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.eb3c514248ae4301581d9f42791c2cf2.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_14921_jpg.rf.f9ee02df1e3d776f9b972352a83c269d.jpg,16,3.91E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1492_jpg.rf.4f04b0fe4c6d78f66c95942ca715cacc.jpg,17,4.15E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1492_jpg.rf.e1d07067986b37d47b862c5f2009efa9.jpg,19,4.64E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1492_jpg.rf.f3dbe180701f16fc2e3067b14a92291c.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1493_jpg.rf.47085360a5d130ca64955bbf711fee77.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1493_jpg.rf.5a4e53715ea4b7c2b6ac19ea2ffc44cb.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1493_jpg.rf.a5a80c0e8b88bd82edf076372a04ca7b.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1494_jpg.rf.8e9391ae53d1092ee442e7a6a571b129.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1494_jpg.rf.afd4c25d695cc2ce38139ee583eb029e.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1494_jpg.rf.eb349244673659af163d637022e79606.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1495_jpg.rf.3859f52f9281ff0cf987302fb12c92b8.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1495_jpg.rf.476a4d999c4c27feb6023f9ed5a99487.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1495_jpg.rf.d6587d54469cac2cead4c8fa8c45ce09.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.3bce101bbb117e5142c716e048e0d6fb.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.6151fae1f70567cc04b1b0ab49a8c8bc.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.75243dc02470a096d5bf249bdde82583.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.8981b40f401098cb37e27b43634ef84d.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.a405ac36ead99d60be3bde5d1a21b5f9.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.b5a92767d7f8c15ea950404a65a173e3.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.e44d1f215dc4c0a7f49d75d6b2c4237a.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.f90fed3bd59901815ec0855eee4be369.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_149_jpg.rf.fa404975655932c25bdfd28639ee072f.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15055_jpg.rf.496d9144f6e5279672e7888977603ab9.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_15055_jpg.rf.6eca6cc66d4b4bbd5981941fcebc9d2c.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_15055_jpg.rf.e40a58cdacf19c79d024b188c849855b.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\screenshot_15056_jpg.rf.15db3ac01842ffab531c029e5a97f63f.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15056_jpg.rf.6a967da8935f5f3b6253cea48cb42d6c.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15056_jpg.rf.95a6ab51ed3192302062c921d02dfc2a.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15056_jpg.rf.a01bd9c5b2fb8030417fc62a9c2114e2.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15056_jpg.rf.a1888f4589e86ffbb1087854837cb17e.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15056_jpg.rf.bc0adc2222e4bbb6ec82c116b3b0953e.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.0cdb28bf7cadc15822dd967d7e040278.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.130a1e8293178fe839d5ea71b80879e6.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.287bd1a71fc87eb790c4ecc660cbc9a7.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.39935543bd3c319c4d55c2043f7ced3e.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.41995ccb9426cbf817e555d96901889b.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.4c3133ab48daaa05f6b00490927a30f4.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.4c703e8e536454e4eb28f502b24d1a41.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.4e3854187d5a486706adaf8b5f7d484d.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.739ae322e94be82550994f84fb7bd904.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.818210a50e695b714feaf010c4cbb93d.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.a2c923b4b6e6cbefa59025decb6de56c.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15070_jpg.rf.f37c728f7bbdf66e82d977418bbfc705.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_150_jpg.rf.584712f13f43d531e17e26f36f3d5684.jpg,16,3.91E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_150_jpg.rf.6806b0c53b3ebf7c45004510157213b8.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_150_jpg.rf.c1946ea6876ff583ca22199ce50b8b21.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_151_jpg.rf.0e844e5311190a3c2595bbd541ec8844.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_151_jpg.rf.b5714c95d6bdcddae79dbedbcb1742eb.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_151_jpg.rf.c62538135c0fa4d01d89a3b7ed8a4520.jpg,17,4.15E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15219_jpg.rf.1a875ff2039b1b9c9bd93a1a301b94af.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15219_jpg.rf.795f76e2cb50c0c5b08c73b7066a54d0.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15219_jpg.rf.8cd9fa8b05e01c67d61f65093ec2eb42.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15219_jpg.rf.9ed4b739fee1ec58df06c97fcaf12a9b.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15219_jpg.rf.cfe31a019795b851a0cd339c38bfd7f4.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15219_jpg.rf.fa85d81a3e6ea45720a5302ac8328638.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15354_jpg.rf.2de7a4343bff2557eb771faecc6a92d2.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15354_jpg.rf.43ace434875e8a3ec0e69d495b659cb0.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15354_jpg.rf.5e12ad5eb551c3a543e9343ba6500cc5.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15354_jpg.rf.a8f3dadc1e461baa8464bca6f427b74c.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15354_jpg.rf.bd8caf734c7f98b3db1f31e32011c7d1.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15354_jpg.rf.e34457cb7f45172f6e05a7e7d59e9563.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15355_jpg.rf.324e5184b3db5d189d8dc6f315da8bdd.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15355_jpg.rf.6d27713d6a6c3568f5fa858b21cfeead.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15355_jpg.rf.7a1c546bcd4a99b8a55051b3949720f3.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15368_jpg.rf.3c20ab0a58d13681ce5da4f0432c13a2.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15368_jpg.rf.ef9c6f794bcabac2b1e0b94dcae72369.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15368_jpg.rf.f6b66d08f51ab5b610aa29309067d5e2.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15503_jpg.rf.529d9178f4394dc5716f1e8a18586c2c.jpg,19,4.64E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15503_jpg.rf.6a4b8e14670ed54a6047c95f3536ca37.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15503_jpg.rf.cc9c67fbf476def2e75b6230960af676.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15504_jpg.rf.2fa559c7b0437a729993088885b077f1.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15504_jpg.rf.b610fc5c8b01763fcfc42ceb52b78f43.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15504_jpg.rf.f4e4c4730e0243118b4ce68ed54706e3.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15517_jpg.rf.3f02c657fc298c914e368cc6913edd47.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15517_jpg.rf.5b86a3e99527d51d046efc703a450f7e.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15517_jpg.rf.65423c7b77b90774bc0242495a60ced6.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15652_jpg.rf.684cece9663bd749a6912881483b99b9.jpg,15,3.66E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15652_jpg.rf.a08bc2821c9c2e4a0a3e8f72563a1e28.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15652_jpg.rf.fb73acc792e8e3d1e7fa43808a9ef71f.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15653_jpg.rf.65ea440a907aeb5e0e71b79f04dd8eff.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15653_jpg.rf.e8a2db25cadb0f4730efdcf6b41dca51.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15653_jpg.rf.fde2306129331441569ee28ed331dcae.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15666_jpg.rf.1c042c3beb8a564cdd1f3abf4c6c3b57.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_15666_jpg.rf.2f677cab2ae055215f7e9ea431c8efef.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15666_jpg.rf.69e71cdf131c8e1df2551d29224aefa6.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15666_jpg.rf.80f655217094bc9652103797601ac5b0.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15666_jpg.rf.c029b1b87d3d46a112ed1009bb267c7c.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15666_jpg.rf.d3efebb702f4ffa93e8feacef02f62f1.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15801_jpg.rf.3418ee6ce747aff3bcc56a5e77d4c64f.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15801_jpg.rf.59d738f63b68c9d2bea4e09500ae75ba.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15801_jpg.rf.c4d6c51977fc7ff9717aaf31db9deebd.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15802_jpg.rf.156267825bfc75fbbaf814cfab37f260.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15802_jpg.rf.351f252c7450c2d16ca5ec2233870c99.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15802_jpg.rf.ef3975626f2ff452173272d1d713c52f.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15815_jpg.rf.065dcd3d3c6f0157f127628db2013c2d.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15815_jpg.rf.3b7a7009aa8f0e087d38aa43d4782d29.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15815_jpg.rf.6a63b25e04d38136ff1a0ee51d069097.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15951_jpg.rf.264ebdfa927b04e2e6b443df99574687.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15951_jpg.rf.289027285b640598133eee33a92ed794.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15951_jpg.rf.c177ce74e05c47d92f236c84c3e7bce5.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15964_jpg.rf.1cb7f089f20f14f42a5353afde86ecf1.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15964_jpg.rf.45fbe45de4612b4ab6698d4a92e4bc99.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15964_jpg.rf.73b81dd841be9c5b13d1b8e888f74470.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15964_jpg.rf.8d595a014a7be6bc363a3703a8789f8e.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15964_jpg.rf.8f1e5ccf2dd837a06acc7477d7394b34.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_15964_jpg.rf.9e05a6d4b9e1fe636c79bc64302c85d8.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16099_jpg.rf.266875f5557c35350b572e6ec6ba042b.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16099_jpg.rf.45967361aa9791e3d1a13ccd1bcaafba.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16099_jpg.rf.5671de80c899f6d48cc39e97db4ad4d9.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16099_jpg.rf.627721d5d64d75afc74d122812e7df0a.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16099_jpg.rf.76339d823da29f3c3a8bac35f6f6a121.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16099_jpg.rf.d2997dc859f4da97d0a6be3ec610b94c.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16113_jpg.rf.2a76be0b1ba052e6890d1af2cc1b1ecc.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16113_jpg.rf.5785a6b68fbab68a2fb10db52a9895e9.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16113_jpg.rf.65533c789a905abcd1153674e7a85580.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16113_jpg.rf.81b6b178f003fb54852aaea86a23a420.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16113_jpg.rf.99d03096447b33d16e780f344d2a65c2.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16113_jpg.rf.b87b1ecdf38cba7397b3b043add25f05.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16248_jpg.rf.08a01895b3cae6677d4c94bbb05df7cb.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16248_jpg.rf.23690711aa3081608c83293edc81b07d.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16248_jpg.rf.847ff59d1bcd4660a0f469fceb933262.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16248_jpg.rf.9601a1414b3dd840676837523560f644.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16248_jpg.rf.e08dffb38a8c477bd4cde9d17f0c0b73.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16248_jpg.rf.f4384cccbebdb475703a09d9c461e9da.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16262_jpg.rf.6295c237a00db1fef744a6caa8c438ec.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16262_jpg.rf.b1e9c673b61aad0667a2374812955b0b.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16262_jpg.rf.e7d49625d05c6bb7c41d006024550250.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16398_jpg.rf.3d905478183447493ab5db27e6abc09a.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16398_jpg.rf.973e1cac06ca0c43a8a935a007d3d715.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_16398_jpg.rf.b2e3f3f49bb1e8cb82b7cdd24ccc50c2.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1639_jpg.rf.0c41dfe46c106c691f18c992e955a5d3.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1639_jpg.rf.21eadda38f6f147137443b2ab472de5c.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1639_jpg.rf.744e4fd468c842b2aba1ec94eaceeac6.jpg,9,2.20E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1639_jpg.rf.8d6933ba1079432de2d1885924c95faa.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1639_jpg.rf.a88e7f47efb7f3c96c1078c18fe2798a.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1639_jpg.rf.ec206ed0ad70bb94a825baa163e9f4c5.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1640_jpg.rf.06935f147fba272dca64832198f03702.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1640_jpg.rf.096142e9eeacb7ca24a742bf95738c4a.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1640_jpg.rf.49101dc7b841032ee3a7ee638e121a98.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16411_jpg.rf.2c78be8cbf033e2d372eabff72a41355.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16411_jpg.rf.76bf17df06b3eb852233f3362ec01df6.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_16411_jpg.rf.b1771d1b826b24cf0819bac38919abf7.jpg,12,2.93E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1641_jpg.rf.24519a6cbb5a18af348c3de3beaf7874.jpg,14,3.42E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1641_jpg.rf.4c7248c4a2c3b6ca225870de31795b08.jpg,13,3.17E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1641_jpg.rf.7af3225819eeb71ade164c189800f45f.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\screenshot_1642_jpg.rf.0d5866c4d5956cf6a24198646f7c4919.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1642_jpg.rf.38ec70d00d890abeccdc0b1ac86ea6cf.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\screenshot_1642_jpg.rf.3a053f10a6b18819c04a2557b06031f7.jpg,3,7.32E-06
